A000012,A000063,A000128,A000154,A000270,A000310,B000036,B000098,B000116,B000147,B000193,B000259,B000322,B000344,B000376,B000390,B000398,B000492,B000559,B000582,B000624,B000713,B000719,B000789,B000824,B000842,B000885,B001043,C000078,C000096,C000167,C000210,C000231,C000276,C000292,C000326,C000335,C000376,C000393,C000451,C000524,C000554,C000647,C000720,C000790,C000837,C000862,C000917,C000974,C000981,C001007,C001029,D000118,D000135,D000153,D000172,D000257,D000282,D000303,D000319,D000361,D000464,D000506,D000526,D000540,E000019,E000039,E000045,E000050,E000058,E000106,E000125,E000140,E000191,E000227,E000271,E000279,F000018,F000044,F000077,F000181,F000214,F000345,F000412,G000029,G000167,G000281,G000295,G000300,G000409,G000436,G000453,G000507,H000118,H000207,H000208,H000252,H000256,H000272,H000326,H000355,H000493,H000500,H000557,H000572,H000589,H000625,H000822,H000854,H000918,H000977,I000016,J000136,J000215,J000222,J000234,J000250,K000054,K000140,K000165,K000256,K000295,K000345,L000032,L000061,L000110,L000256,L000275,L000310,L000322,L000330,L000540,M000004,M000008,M000036,M000251,M000261,M000266,M000275,M000278,M000390,M000416,M000578,M000581,M000595,M000613,M000695,M000741,M000754,M000780,M000948,M000994,M001064,M001116,N000093,N000117,N000151,O000063,O000070,O000075,O000104,P000006,P000071,P000177,P000180,P000213,P000227,P000236,P000296,P000311,P000483,P000502,P000517,P000543,P000578,R000097,R000135,R000228,R000239,R000271,R000273,R000301,R000402,R000477,R000499,R000539,S000002,S000013,S000061,S000204,S000260,S000270,S000291,S000308,S000386,S000416,S000445,S000464,S000542,S000612,S000627,S000637,S000647,S000656,S000674,S000802,S000806,S000854,S000879,S000996,S000999,S001031,S001034,T000088,T000089,T000095,T000117,T000255,T000344,T000383,T000440,U000021,V000001,V000057,W000006,W000031,W000070,W000087,W000102,W000163,W000173,W000176,W000281,W000295,W000297,W000307,W000337,W000664,W000757,W000761,Y000012,Z000012,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Yea,,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Not Voting,,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Nay,Nay,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,1853-12-13,0,,unknown,,,,,unknown
Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Yea,,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,1853-12-13,0,,unknown,,,,,unknown
Nay,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Nay,1853-12-13,0,,unknown,,,,,unknown
Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Yea,,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Nay,1853-12-14,0,,unknown,,,,,unknown
Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Nay,,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Nay,1853-12-15,0,,unknown,hjres6,,,,unknown
Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Nay,,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Not Voting,,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Nay,1853-12-20,0,,unknown,hjres6,,,,unknown
Yea,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Yea,,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,Not Voting,,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Nay,Nay,1853-12-20,0,,unknown,hjres6,,,,unknown
Nay,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Nay,,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Not Voting,,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Yea,1853-12-20,0,,unknown,hr57,,,,unknown
Not Voting,Yea,Yea,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,1853-12-20,0,,unknown,hr57,,,,unknown
Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Not Voting,Nay,,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,,Not Voting,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,1853-12-21,0,,unknown,,,,,unknown
Nay,Yea,Yea,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Yea,,Yea,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Nay,1853-12-21,0,,unknown,,,,,unknown
